agency,description,name,price
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,934'}",2910 E Chuparosa Circle Chaparral Pines Phase 1,"$2,345,000"
"Home Again Arizona, Real Estate And Property Management","{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '398'}",2206 Wrangler Way Pinecrest Lake,"$185,000"
Retsy,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '10,170'}",7256 N 40th Street #6 Crown Canyon,"$17,800,000"
Coldwell Banker Bishop Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,795'}",228 White Drive Unsubdivided,"$2,300,000"
Signature Premier Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,317'}",2188 S Woods Drive Buckskin Mobile Homesites,"$225,000"
Realty One Group,"{'Beds': '6', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '8,800'}",5815 N Palo Cristi Road Palo Cristi Estates,"$17,160,000"
Coldwell Banker Bishop Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,636'}",305 S Genius Loci The Rim Golf Club Phase 1,"$2,150,000"
Skyline Canyon Realty,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,511'}",2276 Lindbergh Road Mogollon Air Park Unit 2,"$485,000"
Retsy,"{'Beds': '14', 'Baths': '23', 'Sq.Ft.': '52,000'}",6112 N Paradise View Drive Paradise Mansion Estates,"$16,000,000"
Delex Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,763'}",2403 E Grapevine Drive Chaparral Pines,"$2,000,000"
Diane Dahlin's Pine Rim Realty,"{'Beds': '2', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '864'}",2240 Forest Park Drive Forest Trails Unit 1,"$359,777"
Realty Executives,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '8,790'}","7720 N Foothill Drive Mummy Mt Park Lots 1-31, 41-73 & Tr B","$16,000,000"
Long Realty Uptown,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,743'}",314 S Genius Loci Rim Golf Club Phase 1,"$1,995,000"
Diane Dahlin's Pine Rim Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,384'}",1971 Little Doe Trail Timberlake Pines Pinewoods Unit 3,"$389,900"
Retsy,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '9,333'}",7150 N 40th Street #11 Crown Canyon,"$15,900,000"
Exp Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,379'}",4678 N Bear Flat Road Bear Flat,"$1,950,000"
Wedgewood Homes Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,000'}",2097 Bests Drive Timberlake Pines Pinewoods Unit No 2,"$650,000"
Launch Powered By Compass,"{'Beds': '6', 'Baths': '12', 'Sq.Ft.': '12,935'}",5575 N Casa Blanca Drive Metes And Bounds,"$15,750,000"
Grand Canyon Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,803'}",2800 E Golden Rod Circle Chaparral Pines Phase 1,"$1,895,000"
Signature Premier Realty Llc,"{'Beds': '2', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '832'}",2145 Cottontail Road Buckskin Acres Unit 4,"$324,500"
Payson Homes And Lanc,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,048'}",2968 E Posey Court Unsubdivided,"$1,875,000"
Hague Partners,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '790'}",2403 Quarter Horse Trail #239 Bison Ranch Resort Suites,"$143,000"
Era-Young Realty & Investment,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,182'}",3002 E Hanging Rock The Rim Golf Club Phase 1,"$1,799,000"
Hunt Real Estate Era,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,901'}",2975 Lodgepole Road Forest Trails Unit 2,"$599,000"
Integra Homes And Land,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,504'}",523 N Grapevine Drive Chaparral Pines Phase 2,"$1,795,000"
West Usa Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '972'}",2050 Chevelon Road Timberlake Pines Unit 1,"$199,900"
Arizona Resource Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,756'}",3233 Bigler Road Bigler Homesteads,"$399,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,274'}",3310 Rim Lakes Road Timberlake Pines,"$315,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,065'}",48515 N 13th Avenue #Lot 2 None,"$1,200,000"
Mackey & Associates Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,142'}",49636 N 15th Avenue None,"$975,000"
Dominion Group Properties,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,958'}",43211 N 16th Street Unincorporated,"$975,000"
Success One Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,496'}",127 E Sabrosa Drive Sabrosa 1,"$949,500"
Coldwell Banker Realty,"{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,690'}",42811 N 11th Avenue New River,"$949,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,464'}",1820 E Gaffney Road Will Provide In Escrow,"$919,999"
Real Estate At The Firm,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,408'}",4829 W Cavalry Road Anthem Unit 81B,"$915,000"
RE/MAX Casa Grande,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,924'}",47012 N New River Road New River,"$899,900"
Desert Dream Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,017'}",43811 N 18th Street Metes And Bounds,"$840,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,777'}",3760 W Lapenna Drive Arroyo Norte 4,"$825,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,450'}",1246 E Gaffney Road None,"$825,000"
Keller Williams Arizona Realty,"{'Beds': '6', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,707'}",42706 N 45th Drive Anthem West Unit 2,"$799,800"
Hello Home Real Estate And Property Management,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,057'}",17301 E Meadow Ln Spring Valley 2,"$159,000"
Desert North Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,224'}",20322 E Prickly Pear Dr Cordes Lakes Unit 8,"$340,000"
"10k Development, Llc","{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,077'}",17400 E Trails End Rd Spring Valley 2,"$165,000"
Realty One Group Mt Desert,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '784'}",20946 E Mingus Dr Cordes Lakes Unit 8,"$199,000"
Keller Williams Arizona Realty,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '1,500'}",5520 S Hawk Mountain Trl Goswick Ranches,"$799,000"
My Home Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,352'}",17791 E Bob White Rd Spring Valley 2,"$322,000"
RE/MAX Desert Showcase,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,291'}",20822 E Larry Ln Cordes Lakes Unit 8,"$255,000"
RE/MAX Mountain Properties,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '1,080'}",12381 E Agua Fria Ave Mayer Townsite,"$135,000"
Realty Executive Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,095'}",20787 E Zaragoza Dr Cordes Lakes Unit 8,"$239,900"
United Country Az Country Re,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '599'}",20459 E Aztec Trl Cordes Lakes Unit 5,"$132,500"
Homesmart Fine Homes And Land,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '785'}",14084 S Holly Rd Spring Valley,"$185,000"
"Exp Realty, Llc- Cottonwood","{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,041'}",20918 E Black Rock Trl Cordes Lakes Unit 7,"$240,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '4,467'}",38202 N 235th Avenue None,"$2,475,000"
Century 21 Arizona West,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,441'}",42424 W Grand Avenue None,"$220,000"
Keller Williams Realty Professional Partners,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,226'}",372 Peretz Circle Circle City,"$299,900"
Property Hub Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,380'}",522 W Claessens Drive Circle City,"$250,000"
Mountain Lake Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,768'}",48525 N Us Highway 60 Highway Metes & Bounds,"$314,900"
Keller Williams Realty Phoenix,"{'Beds': '7', 'Baths': '10', 'Sq.Ft.': '14,322'}",1550 N 40th Street #14 Citrus Manor,"$5,399,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,875'}",38127 N 251st Avenue N/A,"$575,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '6,980'}",7646 E Hidden Canyon Street Hidden Canyon At Las Sendas,"$4,995,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,730'}",44809 Saguaro Blossom Lane Terry Hills Estates,"$699,000"
"Louis L. Turner Commercial Investments, Inc.","{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,445'}",3542 N Crystal Peak Circle Granite Mountain At Las Sendas,"$3,895,000"
Century 21 Arizona West,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,740'}","37818 N 251st Avenue Metes & Bounds, 2.48 Ac","$619,500"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,342'}",8716 E Regina Circle Las Sendas- Granite Mountain,"$2,597,000"
Real Estate Collection,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,640'}",38715 N 205th Avenue No,"$1,200,000"
Homesmart Premier,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,954'}",22103 N Cline Court Rancho El Dorado,"$740,000"
Keller Williams Realty Phoenix,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '6,634'}",3729 E Kenwood Street Villa Tuscano Final Plat,"$2,589,000"
Realtyonegroup Mountain Desert,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,248'}",6149 E Lake View Drive S22 T7n R1w,"$795,000"
Richmond American Homes,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,640'}",40532 W Desert Fairways Drive Rancho El Dorado Phase Iii Parcel 43/48,"$666,995"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '5,500'}",3622 E Mallory Circle Deroche Estates,"$2,500,000"
Homesmart,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,323'}",45647 N Us Hwy 60 89 Stunning Views,"$749,000"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,580'}",22303 N Daniel Drive Rancho El Dorado Phase Iii Parcel 43/48,"$649,995"
Exp Realty,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '3,948'}",7426 E Forest Trail Circle Eagle Canyon At Las Sendas,"$2,500,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,066'}",35190 S Cow Creek Road Pleasant Country Ranches Unit 1,"$449,900"
RE/MAX Alliance Group,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '4,663'}",44572 W Granite Drive Cobblestone Farms Parcel Ii,"$649,990"
The Brokery,"{'Beds': '6', 'Baths': '10', 'Sq.Ft.': '7,354'}",3825 E Knoll Street Villa Tuscano Final Plat,"$2,499,999"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,580'}",22386 N Daniel Drive Rancho El Dorado Phase Iii Parcel 43/48,"$647,995"
Realty One Group,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,950'}",4122 E Mclellan Road #13 Highgrove Estates,"$2,425,000"
Richmond American Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,580'}",22361 N Daniel Drive Rancho El Dorado Phase Iii Parcel 43/48,"$639,995"
Urban Luxe Real Estate,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,032'}",2339 E Minton Street Hermosa Vistas,"$2,375,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,117'}",10502 N Candido Road S19 T5s R2e,"$625,000"
Exp Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,837'}",3308 E Kenwood Street Estates At 32Nd Street,"$2,250,000"
Good Oak Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,152'}",16896 N Palo Rojo Road Palo Brea,"$620,000"
RE/MAX Solutions,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '7,274'}",622 N Miramar Hidden Groves,"$2,200,000"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,500'}",22335 N Daniel Drive Rancho El Dorado Phase Iii Parcel 43/48,"$606,995"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,626'}",20286 N Valencia Drive Tortosa Nw Parcel 9,"$600,000"
The Maricopa Real Estate Co,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,378'}",20727 N La Entrada Road Hidden Valley,"$599,999"
Homesmart,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,432'}",45269 W Jack Rabbit Trail Alterra North,"$599,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,294'}",32541 N Thompson Road Chandler Heights Ranches,"$1,895,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,269'}",19727 E Vallejo Street Whitewing At Whisper Ranch,"$1,850,000"
Exp Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,007'}",24112 S 201st Place Pecans Phase 3,"$1,850,000"
Ferris Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,392'}",21258 E Orion Way Pegasus Airpark Unit 1,"$1,800,000"
Exp Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,250'}",19651 E Country Meadows Drive Sonoqui Creek Ranch Phase 2,"$1,795,000"
Exp Realty,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,991'}",20646 E Superstition Drive Ellsworth Suburban,"$1,790,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '4,130'}",18817 E Pegasus Parkway Chandler Hts Citrus Tr,"$1,700,000"
Blocks Brokerage Llc,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,002'}",19983 E Alamosa Drive La Jara Farms,"$1,700,000"
Nexthome Alliance,"{'Beds': '6', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,000'}",19717 E Country Meadows Drive Sonoqui Creek Ranch Phase 2,"$1,700,000"
Launch Powered By Compass,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,946'}",20643 E Marsh Road Bridle Ranch,"$1,699,000"
RE/MAX Alliance Group,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,168'}",17973 E Bronco Drive Dorada Estates Amd,"$1,649,000"
Toll Brothers Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,445'}",24579 S 199th Place Whitewing At Whisper Ranch,"$1,599,995"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,872'}",3097 W Quail Hill Ln Blackjack Ridge,"$1,200,000"
Fsr Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,015'}",1263 Pebble Springs Creekside At Prescott Lakes,"$667,900"
Keller Williams Arizona Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,687'}",1716 Alpine Meadows Ln Hassayampa Condominiums R C D Building 1600,"$550,000"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,535'}",417 Tangerine Ave Willow Park Estates At Prescott Lakes,"$550,000"
Realty Executives Az Territory,"{'Beds': '4', 'Baths': '2 F 1 3/4', 'Sq.Ft.': '3,678'}",2085 W Live Oak Granite Oaks,"$1,485,000"
Long Realty Uptown,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,206'}",428 W Tamarack Ln Woodcrest Unit 1,"$399,000"
Keller Williams Arizona Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,605'}",1036 E Wagon Wheel Dr Groom Creek Pines Plat A,"$650,000"
Realty Executives Az Territory,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,475'}",1371 Divinity Dr Lakeside At Prescott Lakes Phase 1B,"$875,000"
Keller Williams Arizona Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,534'}",241 S Pleasant St East Prescott,"$925,000"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '4', 'Baths': '1 F 2 3/4', 'Sq.Ft.': '3,239'}",1770 N Grand View Rd Grandview Estates Unit 1,"$1,199,900"
Exp Realty- Prescott,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,574'}",891 Whispering Oak Dr Oakridge Terrace,"$539,000"
"Weichert, Realtors-Cla","{'Beds': '3', 'Baths': '2 F 1 3/4 2 1/2', 'Sq.Ft.': '4,400'}",12315 W Cooper Morgan Trl Talking Rock Ranch Phase 1 A Amd,"$2,450,000"
Keller Williams Realty Phoenix,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,300'}",20107 W Medlock Drive Beautiful Arizona Estates Sub,"$2,200,000"
Platinum Integrity Real Estate,"{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,607'}",17927 W Medlock Drive Russell Ranch Phase 1,"$1,979,990"
West Usa Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '3,820'}",18116 W Palo Verde Court Russell Ranch Phase 3 Replat,"$1,777,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,135'}",140 E Bird Lane Litchfield Park Subdivision No. 11 Unit 1,"$1,450,000"
West Usa Realty,"{'Beds': '8', 'Baths': '6', 'Sq.Ft.': '5,563'}",3510 N Mansfield Drive Litchfield Farms 2,"$1,400,000"
Homesmart,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,416'}",1072 N Oro Vista Litchfield Park Subdivision No. 18,"$1,399,000"
50 States Realty,"{'Beds': '6', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,526'}",4807 N 199th Avenue Metes And Bounds,"$1,350,000"
Central Highlands Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,400'}",8037 N Open Prairie Ln Lonesome Valley,"$798,000"
Homesmart Fine Homes And Land,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,398'}",11542 N Laramie Trl Prescott Prairie,"$849,500"
Homesmart,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,359'}",6458 E Burdett Dr Granville 8 Phase 2,"$450,000"
Realty One Group Mt Desert,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,148'}",4260 N Tonopah Dr Prescott Valley Unit 20,"$610,000"
Journey Real Estate Investment,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,830'}",10732 N Dusty Rd Na,"$1,200,000"
Iannelli And Associates,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,980'}",5661 N Blanton Dr Granville 2,"$525,000"
"Brokers Only, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,708'}",7361 N Brilliant Sky Way Pronghorn Ranch 3A,"$569,000"
Keller Williams Realty Phoenix,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,174'}",18711 W Catalina Drive Metes And Bounds,"$1,300,000"
Superlative Realty,"{'Beds': '4', 'Baths': '1 F 1 3/4 1 1/2', 'Sq.Ft.': '2,424'}",10780 E Pradera Vista Dr Prescott Prairie,"$937,900"
Realty Exec Az Territory,"{'Beds': '3', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,551'}",10614 High Point Dr Prescott Country Club Unit 6,"$900,000"
Barrett Real Estate,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,612'}",8200 N Prescott Ridge Rd Coyote Crest,"$825,000"
R E Lockman,"{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,547'}",6664 E Lanark St Granville 14,"$438,900"
R E Lockman,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,471'}",6639 E Hereford Ave Granville 14,"$441,900"
On Q Property Management,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,772'}",19612 W Georgia Avenue Beautiful Arizona Estates Sub,"$1,275,000"
Homesmart,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,407'}",5519 N 128th Drive Litchfield Vista Views 2,"$1,250,000"
Realty One Group,"{'Beds': '8', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,932'}",7702 N Alsup Road Meets & Bounds,"$1,200,000"
Realty One Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,307'}",12713 W Montebello Avenue Litchfield Vista Views 2,"$1,150,000"
Redfin Corporation,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,052'}",5205 W Winston Drive Estrella Mountain View Amd,"$1,425,000"
"Lockit Realty, Llc","{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,258'}",5224 W Siesta Way Dobbins Ranch Amd,"$949,990"
Exp Realty,"{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,214'}",4310 W Ceton Drive Unknown,"$949,900"
Exp Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,000'}",3141 W Baseline Road Youngs Acres,"$894,990"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,691'}",2935 W Latona Road No Hoa - 1 Acre Lot - Paved Road - Irrigated - Horses Ok,"$849,500"
Morgan Taylor Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,446'}",10540 S 32nd Drive Metes & Bounds,"$845,000"
Redfin Corporation,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,978'}",7905 S 32nd Drive Youngs Acres,"$799,900"
Schreiner Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,583'}",4330 W Ceton Drive None,"$759,900"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,460'}",9845 S 31st Avenue Unknown,"$759,000"
Homesmart,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,200'}",4701 W La Mirada Drive Laveen Estates East Plat 2,"$750,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,676'}",5238 W Piedmont Drive Laveen Estates Unit 2,"$747,000"
Arizona Best Real Estate,"{'Beds': '5', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,637'}",10410 S 43rd Avenue No Hoa,"$725,000"
Keller Williams Realty Phoenix,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,470'}",5731 E Calle Mexico East Guadalupe,"$399,500"
Exzel Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,150'}",8047 S Calle Bella Vista Solares Add,"$320,000"
Retsy,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '5,700'}",3137 N Valencia Lane Ingleside Club Tract Lots 16-39 & 130-150,"$5,700,000"
Realty Usa Southwest,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,625'}",4039 E Rancho Drive Short Hills,"$5,600,000"
America One Luxury Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,495'}",3197 E San Miguel Avenue Alta Vista Park,"$5,250,000"
"Venture Rei, Llc","{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '5,238'}",4625 E Exeter Boulevard Lafayette Villa 5,"$5,199,999"
Realty One Group,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,443'}",2106 E Kaler Drive Biltmore Highlands 2,"$4,995,000"
Iannelli & Assoc. Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,087'}",1240 W Saddle Rd Ranchland Estates Ranch A,"$415,000"
Karen J Baer,"{'Beds': '8', 'Baths': '7 F 1 1/2', 'Sq.Ft.': '9,000'}",94 Biltmore Estate Biltmore Estates,"$4,900,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,513'}",2375 W Sherry Dr S30 T18n R2w,"$345,095"
West Usa Realty Of Prescott,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,681'}",610 W Valleri Ann Rd Antelope Lakes Unit 5,"$595,000"
"Delex Realty, Llc 001","{'Beds': '4', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,280'}",2112 W Altimeter Way Brand New Clayton Home,"$459,900"
"Venture Rei, Llc","{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '5,064'}",4602 E Arcadia Lane Del Ray Estates 15,"$4,899,999"
Launch Powered By Compass,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,393'}",4958 E Grandview Lane Red Rock North,"$4,749,000"
"Delex Realty, Llc 001","{'Beds': '4', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,280'}",2182 W Altimeter Way Brand New Clayton Home,"$459,900"
"Delex Realty, Llc 001","{'Beds': '4', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,280'}",26496 N Feather Mountain Rd S19 T18n R2w,"$459,900"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '4,670'}",4030 E Colter Street Cudia City Estates,"$4,695,000"
"Delex Realty, Llc 001","{'Beds': '4', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,280'}",26442 N Feather Mountain Rd S19 T18n R2w,"$459,900"
Clark Realty Homes And Land,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,352'}",24925 N Sunset St Sunset Mobile Sites & Santa Fe Industrial Sites,"$310,000"
America One Luxury Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '5,745'}",2415 E Lincoln Circle Indian Hills 4,"$4,495,000"
Homelogic Real Estate,"{'Beds': '2', 'Baths': '5', 'Sq.Ft.': '10,560'}",2001 N 1st Avenue Chateau On Central,"$4,490,000"
Rent Right,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,207'}",805 W Little Ranch Rd Sunshine Acres,"$1,160,061"
